AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
21-11-2017,Evening,Iowa,Foggy,Under Construction,7,Weather Conditions
11-05-2023,Afternoon,California,Clear,Rough,3,Drunk Driving
22-11-2022,Evening,Arizona,Rainy,Under Construction,8,Road Conditions
10-02-2018,Evening,Wisconsin,Clear,Fine,6,Speeding
09-11-2022,Night,Arizona,Rainy,Fine,7,Drunk Driving
07-11-2020,Evening,Louisiana,Foggy,Fine,10,Drunk Driving
21-01-2001,Morning,Washington,Foggy,Under Construction,1,Poor Visibility
14-08-2002,Afternoon,New Mexico,Clear,Rough,1,Weather Conditions
03-03-2022,Evening,Montana,Foggy,Fine,7,Speeding
02-07-2006,Evening,Colorado,Foggy,Rough,6,Road Conditions
18-07-2002,Afternoon,Colorado,Rainy,Under Construction,10,Weather Conditions
04-07-2002,Evening,Nevada,Clear,Under Construction,9,Speeding
16-03-2016,Afternoon,Texas,Clear,Under Construction,4,Weather Conditions
15-01-2005,Evening,New Mexico,Clear,Under Construction,6,Driver Fatigue
01-05-2001,Evening,North Carolina,Clear,Rough,2,Mechanical Failure
14-04-2004,Morning,Indiana,Clear,Rough,0,Reckless Driving
31-03-2005,Night,Nevada,Rainy,Rough,8,Distracted Driving
29-05-2002,Night,New Jersey,Rainy,Under Construction,5,Driver Fatigue
11-12-2017,Afternoon,West Virginia,Foggy,Fine,5,Distracted Driving
29-09-2006,Evening,New Jersey,Rainy,Fine,10,Driver Fatigue
28-02-2012,Night,North Carolina,Clear,Rough,0,Driver Fatigue
23-04-2020,Morning,Indiana,Rainy,Fine,9,Reckless Driving
26-06-2007,Afternoon,New Mexico,Clear,Under Construction,9,Reckless Driving
14-02-2023,Morning,New Mexico,Foggy,Fine,0,Drunk Driving
23-05-2014,Night,Arizona,Clear,Under Construction,0,Drunk Driving
29-05-2014,Morning,Wisconsin,Foggy,Rough,8,Speeding
27-08-2022,Morning,Alaska,Rainy,Rough,9,Reckless Driving
23-08-2007,Evening,Indiana,Rainy,Rough,6,Mechanical Failure
22-09-2014,Night,Indiana,Foggy,Fine,8,Speeding
13-12-2003,Morning,South Carolina,Clear,Under Construction,1,Weather Conditions
13-05-2022,Morning,Florida,Rainy,Rough,2,Mechanical Failure
04-11-2012,Morning,Georgia,Foggy,Rough,7,Mechanical Failure
18-01-2014,Morning,New Mexico,Clear,Rough,3,Mechanical Failure
31-08-2011,Afternoon,South Carolina,Rainy,Fine,10,Road Conditions
08-04-2009,Evening,Colorado,Foggy,Rough,8,Mechanical Failure
07-05-2023,Evening,Washington,Rainy,Fine,0,Poor Visibility
02-06-2014,Night,West Virginia,Foggy,Rough,2,Poor Visibility
11-01-2001,Night,Texas,Foggy,Rough,8,Distracted Driving
04-10-2015,Night,New York,Clear,Rough,9,Driver Fatigue
08-07-2015,Evening,California,Rainy,Rough,8,Reckless Driving
13-07-2011,Morning,Indiana,Foggy,Fine,9,Driver Fatigue
02-07-2000,Afternoon,Virginia,Rainy,Rough,2,Poor Visibility
27-08-2015,Night,Wyoming,Foggy,Fine,2,Weather Conditions
20-09-2010,Morning,Louisiana,Foggy,Fine,5,Weather Conditions
08-03-2014,Evening,Texas,Rainy,Rough,2,Weather Conditions
04-08-2020,Afternoon,Nevada,Rainy,Rough,2,Poor Visibility
17-11-2004,Morning,Colorado,Clear,Rough,2,Mechanical Failure
07-11-2005,Night,Montana,Rainy,Fine,7,Speeding
25-11-2005,Morning,Florida,Rainy,Rough,4,Road Conditions
09-09-2014,Afternoon,Arizona,Rainy,Fine,0,Driver Fatigue
26-08-2020,Morning,New York,Foggy,Under Construction,5,Road Conditions
21-09-2009,Night,New Mexico,Clear,Under Construction,3,Weather Conditions
17-06-2016,Morning,Illinois,Clear,Rough,9,Poor Visibility
11-02-2012,Afternoon,Florida,Foggy,Fine,4,Reckless Driving
25-08-2016,Evening,Louisiana,Rainy,Rough,0,Driver Fatigue
15-03-2006,Night,South Carolina,Rainy,Fine,4,Distracted Driving
10-10-2002,Morning,Iowa,Foggy,Rough,7,Drunk Driving
19-05-2022,Morning,New York,Rainy,Fine,10,Mechanical Failure
17-07-2007,Afternoon,Virginia,Clear,Fine,5,Drunk Driving
25-08-2007,Night,California,Clear,Fine,4,Speeding
29-04-2003,Afternoon,New Jersey,Rainy,Under Construction,2,Poor Visibility
23-05-2009,Evening,New Jersey,Foggy,Under Construction,5,Road Conditions
01-11-2002,Night,California,Rainy,Fine,7,Distracted Driving
23-01-2022,Night,Montana,Foggy,Fine,5,Weather Conditions
25-04-2023,Morning,Montana,Foggy,Rough,5,Mechanical Failure
18-06-2004,Morning,Texas,Foggy,Under Construction,6,Mechanical Failure
29-04-2015,Afternoon,Florida,Rainy,Under Construction,1,Road Conditions
28-12-2004,Evening,New Jersey,Clear,Fine,9,Reckless Driving
12-01-2011,Night,South Carolina,Clear,Under Construction,5,Mechanical Failure
06-06-2002,Night,Texas,Clear,Rough,8,Drunk Driving
25-02-2008,Afternoon,New Jersey,Foggy,Rough,7,Speeding
14-05-2006,Afternoon,New Mexico,Rainy,Rough,6,Driver Fatigue
08-02-2015,Night,Nevada,Rainy,Fine,10,Reckless Driving
18-11-2014,Morning,Georgia,Rainy,Fine,3,Road Conditions
17-01-2020,Morning,Wyoming,Foggy,Fine,3,Drunk Driving
10-09-2022,Afternoon,New York,Rainy,Under Construction,7,Distracted Driving
26-09-2002,Night,Illinois,Clear,Under Construction,9,Driver Fatigue
13-01-2008,Morning,Georgia,Clear,Rough,6,Poor Visibility
21-05-2007,Morning,South Carolina,Clear,Under Construction,2,Drunk Driving
08-08-2015,Afternoon,Wisconsin,Clear,Rough,10,Reckless Driving
27-07-2009,Morning,Minnesota,Rainy,Under Construction,3,Reckless Driving
18-05-2015,Night,Wisconsin,Rainy,Fine,0,Road Conditions
25-04-2022,Afternoon,Illinois,Clear,Under Construction,8,Driver Fatigue
10-10-2014,Night,Virginia,Rainy,Rough,4,Mechanical Failure
02-10-2009,Night,Colorado,Foggy,Fine,0,Road Conditions
19-03-2014,Evening,Illinois,Clear,Fine,2,Drunk Driving
16-11-2018,Afternoon,Louisiana,Clear,Under Construction,6,Distracted Driving
13-04-2004,Afternoon,Michigan,Rainy,Fine,0,Driver Fatigue
04-03-2017,Morning,Pennsylvania,Rainy,Rough,10,Reckless Driving
21-04-2001,Night,Wisconsin,Foggy,Rough,5,Reckless Driving
06-04-2013,Night,Wyoming,Rainy,Under Construction,7,Drunk Driving
01-01-2014,Afternoon,Georgia,Rainy,Rough,7,Mechanical Failure
27-12-2007,Afternoon,West Virginia,Foggy,Fine,4,Road Conditions
21-11-2000,Night,Nevada,Clear,Rough,6,Road Conditions
30-01-2023,Evening,Illinois,Foggy,Under Construction,1,Mechanical Failure
04-02-2023,Night,New Mexico,Rainy,Rough,2,Distracted Driving
02-05-2016,Evening,New York,Clear,Under Construction,8,Mechanical Failure
12-12-2002,Afternoon,Vermont,Foggy,Fine,0,Reckless Driving
22-05-2022,Night,South Carolina,Rainy,Rough,10,Weather Conditions
08-11-2002,Morning,Georgia,Foggy,Rough,8,Reckless Driving
07-07-2013,Afternoon,Alaska,Rainy,Fine,3,Distracted Driving
09-04-2008,Night,New Jersey,Clear,Fine,1,Poor Visibility
11-05-2013,Afternoon,Alaska,Rainy,Fine,9,Poor Visibility
25-04-2021,Afternoon,Vermont,Rainy,Fine,0,Speeding
01-01-2003,Afternoon,Florida,Rainy,Rough,7,Speeding
27-02-2019,Afternoon,Texas,Rainy,Rough,0,Weather Conditions
08-12-2021,Morning,West Virginia,Foggy,Fine,6,Driver Fatigue
05-02-2019,Morning,South Carolina,Rainy,Rough,0,Reckless Driving
17-11-2022,Night,Michigan,Rainy,Rough,5,Driver Fatigue
03-12-2017,Morning,Washington,Foggy,Fine,7,Driver Fatigue
29-04-2000,Night,Georgia,Clear,Rough,4,Driver Fatigue
09-04-2022,Night,North Carolina,Rainy,Under Construction,4,Drunk Driving
04-10-2015,Night,Iowa,Rainy,Under Construction,10,Road Conditions
09-12-2002,Afternoon,Vermont,Foggy,Fine,8,Speeding
18-08-2006,Evening,California,Foggy,Under Construction,1,Weather Conditions
18-12-2015,Morning,Pennsylvania,Clear,Rough,3,Reckless Driving
28-12-2023,Morning,Alaska,Rainy,Under Construction,10,Mechanical Failure
05-06-2014,Afternoon,Virginia,Clear,Rough,7,Reckless Driving
04-04-2016,Night,Pennsylvania,Clear,Fine,10,Weather Conditions
10-12-2008,Afternoon,Florida,Clear,Fine,1,Poor Visibility
25-07-2007,Night,Minnesota,Clear,Rough,4,Drunk Driving
15-05-2018,Morning,Washington,Clear,Under Construction,6,Driver Fatigue
25-07-2009,Night,Texas,Rainy,Under Construction,8,Drunk Driving
20-02-2014,Evening,Louisiana,Clear,Under Construction,0,Speeding
26-01-2005,Afternoon,Texas,Clear,Rough,2,Weather Conditions
17-05-2023,Night,Nevada,Foggy,Fine,2,Drunk Driving
03-02-2004,Afternoon,New Mexico,Clear,Under Construction,8,Poor Visibility
04-12-2023,Night,Texas,Rainy,Rough,5,Speeding
25-03-2007,Morning,California,Rainy,Under Construction,8,Reckless Driving
21-07-2007,Evening,West Virginia,Foggy,Under Construction,0,Speeding
01-11-2015,Afternoon,Arizona,Rainy,Rough,3,Reckless Driving
07-03-2021,Evening,Alaska,Foggy,Rough,10,Road Conditions
28-12-2010,Morning,Minnesota,Foggy,Rough,7,Speeding
06-12-2014,Afternoon,Florida,Clear,Under Construction,2,Road Conditions
10-06-2009,Night,Vermont,Foggy,Rough,3,Driver Fatigue
18-09-2022,Evening,New Jersey,Clear,Fine,10,Mechanical Failure
15-11-2021,Night,Vermont,Rainy,Fine,2,Distracted Driving
05-09-2015,Morning,West Virginia,Rainy,Under Construction,6,Reckless Driving
04-06-2004,Afternoon,Ohio,Foggy,Fine,2,Poor Visibility
02-09-2005,Morning,Indiana,Rainy,Under Construction,9,Weather Conditions
19-04-2006,Evening,Nevada,Foggy,Fine,0,Driver Fatigue
21-07-2020,Night,New York,Foggy,Under Construction,4,Driver Fatigue
13-05-2001,Evening,Wisconsin,Rainy,Under Construction,10,Mechanical Failure
05-06-2020,Night,California,Rainy,Fine,10,Driver Fatigue
12-11-2004,Afternoon,Wyoming,Foggy,Rough,0,Road Conditions
01-12-2019,Afternoon,Minnesota,Rainy,Under Construction,2,Driver Fatigue
21-01-2019,Morning,West Virginia,Rainy,Under Construction,0,Mechanical Failure
26-11-2017,Morning,Florida,Foggy,Fine,7,Drunk Driving
17-08-2013,Night,North Carolina,Rainy,Rough,5,Speeding
30-07-2014,Night,Nevada,Clear,Under Construction,1,Reckless Driving
24-10-2003,Morning,Georgia,Foggy,Under Construction,9,Driver Fatigue
22-07-2013,Morning,Alaska,Foggy,Under Construction,10,Drunk Driving
20-12-2022,Afternoon,Michigan,Foggy,Rough,1,Driver Fatigue
16-01-2009,Morning,California,Foggy,Rough,5,Driver Fatigue
23-09-2020,Night,Arizona,Clear,Fine,9,Reckless Driving
22-06-2011,Night,Virginia,Rainy,Under Construction,6,Weather Conditions
19-10-2010,Evening,Nevada,Rainy,Rough,6,Distracted Driving
27-12-2017,Afternoon,South Carolina,Rainy,Rough,5,Poor Visibility
02-03-2010,Night,Minnesota,Rainy,Fine,4,Weather Conditions
11-10-2003,Night,North Carolina,Foggy,Under Construction,7,Driver Fatigue
25-05-2022,Night,South Carolina,Rainy,Under Construction,10,Mechanical Failure
16-10-2002,Night,Michigan,Clear,Fine,2,Poor Visibility
21-02-2005,Afternoon,Indiana,Rainy,Under Construction,7,Weather Conditions
18-02-2021,Morning,New Mexico,Rainy,Rough,1,Weather Conditions
12-03-2013,Morning,New Mexico,Clear,Under Construction,0,Drunk Driving
06-10-2012,Night,New Mexico,Rainy,Under Construction,7,Driver Fatigue
01-03-2002,Afternoon,Arizona,Rainy,Under Construction,10,Poor Visibility
07-03-2019,Afternoon,Montana,Foggy,Fine,4,Driver Fatigue
03-04-2008,Afternoon,Wisconsin,Foggy,Rough,3,Poor Visibility
19-11-2001,Night,Louisiana,Foggy,Rough,4,Mechanical Failure
17-09-2017,Afternoon,South Carolina,Rainy,Under Construction,6,Speeding
17-08-2004,Evening,Arizona,Foggy,Under Construction,4,Drunk Driving
08-01-2018,Morning,Illinois,Rainy,Fine,6,Road Conditions
18-10-2002,Morning,Florida,Clear,Rough,1,Weather Conditions
12-03-2018,Morning,Michigan,Foggy,Under Construction,5,Poor Visibility
01-03-2019,Morning,Illinois,Foggy,Rough,9,Weather Conditions
18-08-2001,Night,Louisiana,Foggy,Fine,7,Road Conditions
16-10-2018,Night,New Mexico,Rainy,Under Construction,4,Distracted Driving
11-05-2005,Morning,West Virginia,Clear,Rough,3,Speeding
08-10-2018,Night,New Mexico,Foggy,Fine,9,Weather Conditions
22-02-2005,Night,Alaska,Rainy,Fine,8,Reckless Driving
22-04-2011,Night,Louisiana,Foggy,Rough,8,Drunk Driving
03-05-2008,Afternoon,Washington,Rainy,Rough,4,Driver Fatigue
15-07-2023,Afternoon,Washington,Clear,Under Construction,6,Reckless Driving
03-02-2021,Morning,West Virginia,Foggy,Rough,3,Poor Visibility
24-03-2005,Night,Virginia,Clear,Fine,9,Distracted Driving
28-05-2004,Night,Pennsylvania,Foggy,Fine,5,Drunk Driving
06-07-2021,Morning,Minnesota,Foggy,Under Construction,4,Reckless Driving
21-07-2009,Afternoon,Montana,Rainy,Under Construction,6,Speeding
16-01-2011,Night,Georgia,Foggy,Rough,10,Drunk Driving
18-01-2009,Evening,Vermont,Clear,Under Construction,2,Distracted Driving
20-01-2002,Evening,Virginia,Rainy,Fine,1,Road Conditions
23-09-2013,Evening,Michigan,Rainy,Rough,1,Driver Fatigue
20-08-2008,Afternoon,Wyoming,Foggy,Rough,9,Drunk Driving
16-01-2011,Afternoon,Michigan,Clear,Fine,7,Reckless Driving
02-08-2004,Night,Arizona,Rainy,Fine,3,Road Conditions
05-10-2012,Afternoon,Ohio,Foggy,Fine,3,Mechanical Failure
13-04-2017,Night,Illinois,Rainy,Rough,10,Road Conditions
17-10-2020,Morning,Iowa,Foggy,Under Construction,1,Mechanical Failure
07-05-2022,Evening,Wyoming,Clear,Fine,6,Weather Conditions
06-12-2015,Morning,Nevada,Clear,Fine,3,Mechanical Failure
19-11-2012,Morning,Alaska,Clear,Under Construction,4,Reckless Driving
19-08-2012,Night,New York,Clear,Rough,9,Drunk Driving
10-07-2003,Evening,New York,Clear,Under Construction,5,Speeding
29-06-2000,Night,Indiana,Rainy,Fine,9,Poor Visibility
04-04-2000,Night,Washington,Clear,Rough,9,Road Conditions
23-08-2013,Evening,North Carolina,Foggy,Rough,7,Reckless Driving
25-04-2020,Morning,New Mexico,Rainy,Under Construction,9,Reckless Driving
09-02-2023,Afternoon,Indiana,Foggy,Rough,1,Road Conditions
21-05-2016,Evening,Alaska,Rainy,Rough,1,Mechanical Failure
14-03-2001,Afternoon,West Virginia,Foggy,Fine,2,Poor Visibility
05-03-2016,Night,California,Rainy,Rough,0,Reckless Driving
28-10-2023,Morning,Wyoming,Rainy,Fine,10,Driver Fatigue
24-02-2020,Afternoon,Pennsylvania,Rainy,Under Construction,3,Poor Visibility
06-05-2006,Morning,North Carolina,Rainy,Rough,3,Drunk Driving
12-08-2002,Night,Arizona,Foggy,Under Construction,10,Poor Visibility
31-07-2001,Night,Montana,Clear,Rough,3,Poor Visibility
09-03-2021,Evening,North Carolina,Rainy,Fine,1,Driver Fatigue
22-05-2019,Afternoon,Montana,Rainy,Under Construction,5,Distracted Driving
28-09-2006,Night,California,Rainy,Fine,4,Driver Fatigue
26-12-2011,Morning,Nevada,Clear,Fine,10,Drunk Driving
01-07-2010,Afternoon,Minnesota,Foggy,Fine,5,Driver Fatigue
21-08-2002,Afternoon,Alaska,Clear,Under Construction,10,Mechanical Failure
08-10-2002,Evening,Colorado,Rainy,Fine,3,Speeding
23-11-2000,Evening,Ohio,Foggy,Under Construction,1,Weather Conditions
08-08-2005,Morning,Wyoming,Rainy,Fine,7,Road Conditions
21-02-2019,Morning,Alaska,Clear,Rough,8,Mechanical Failure
04-07-2015,Evening,Michigan,Foggy,Fine,7,Speeding
05-10-2023,Night,Minnesota,Clear,Under Construction,3,Road Conditions
29-07-2022,Afternoon,Montana,Clear,Rough,0,Weather Conditions
18-03-2020,Afternoon,South Carolina,Rainy,Rough,10,Weather Conditions
14-11-2001,Afternoon,Alaska,Clear,Rough,5,Poor Visibility
27-08-2009,Night,North Carolina,Rainy,Rough,0,Reckless Driving
22-07-2011,Night,Georgia,Rainy,Under Construction,4,Speeding
27-04-2013,Night,Louisiana,Foggy,Under Construction,1,Reckless Driving
17-05-2017,Evening,Wyoming,Rainy,Under Construction,1,Drunk Driving
25-03-2012,Night,Colorado,Rainy,Fine,5,Poor Visibility
26-06-2009,Afternoon,Alaska,Foggy,Rough,4,Road Conditions
19-09-2018,Morning,New York,Clear,Fine,6,Drunk Driving
31-08-2018,Night,Washington,Rainy,Rough,6,Speeding
05-10-2005,Evening,Montana,Foggy,Fine,0,Road Conditions
31-07-2011,Morning,California,Rainy,Rough,10,Distracted Driving
25-11-2012,Night,Indiana,Clear,Rough,6,Driver Fatigue
08-04-2019,Night,Minnesota,Foggy,Fine,2,Driver Fatigue
08-03-2013,Morning,Georgia,Rainy,Under Construction,5,Road Conditions
29-07-2010,Morning,Wyoming,Foggy,Under Construction,3,Road Conditions
15-10-2012,Night,Minnesota,Clear,Under Construction,7,Drunk Driving
05-03-2005,Night,Louisiana,Rainy,Fine,5,Driver Fatigue
13-12-2011,Afternoon,Minnesota,Rainy,Rough,4,Road Conditions
17-09-2014,Night,Illinois,Clear,Rough,6,Road Conditions
16-09-2017,Night,West Virginia,Clear,Rough,7,Mechanical Failure
13-02-2000,Evening,Illinois,Clear,Rough,6,Drunk Driving
29-10-2000,Evening,Georgia,Foggy,Under Construction,10,Weather Conditions
13-08-2004,Night,Washington,Clear,Rough,1,Road Conditions
01-03-2015,Evening,New York,Rainy,Under Construction,4,Speeding
07-05-2011,Afternoon,South Carolina,Foggy,Under Construction,1,Driver Fatigue
09-11-2004,Night,Alaska,Clear,Under Construction,6,Poor Visibility
23-12-2009,Afternoon,Nevada,Clear,Rough,9,Weather Conditions
08-01-2002,Evening,Illinois,Foggy,Fine,4,Distracted Driving
04-11-2016,Night,New Mexico,Foggy,Fine,6,Drunk Driving
12-03-2014,Morning,Pennsylvania,Foggy,Rough,10,Weather Conditions
01-11-2005,Evening,Vermont,Rainy,Fine,6,Weather Conditions
26-08-2012,Morning,Montana,Foggy,Under Construction,9,Drunk Driving
04-09-2013,Morning,Indiana,Foggy,Fine,3,Weather Conditions
18-03-2008,Evening,North Carolina,Rainy,Rough,2,Speeding
20-11-2017,Night,Montana,Clear,Rough,1,Reckless Driving
28-09-2002,Afternoon,Louisiana,Foggy,Rough,4,Distracted Driving
17-01-2012,Afternoon,Texas,Rainy,Rough,1,Weather Conditions
22-04-2013,Night,Florida,Clear,Fine,0,Reckless Driving
21-12-2007,Morning,South Carolina,Rainy,Rough,6,Weather Conditions
24-11-2011,Afternoon,Louisiana,Rainy,Rough,3,Poor Visibility
24-06-2009,Night,Arizona,Clear,Under Construction,6,Speeding
13-07-2008,Morning,Arizona,Rainy,Rough,10,Poor Visibility
12-11-2009,Morning,Georgia,Clear,Rough,10,Poor Visibility
09-07-2017,Night,Colorado,Foggy,Fine,10,Distracted Driving
22-03-2023,Evening,South Carolina,Clear,Fine,3,Distracted Driving
16-10-2003,Afternoon,New Mexico,Clear,Fine,1,Weather Conditions
08-03-2023,Night,Michigan,Clear,Fine,2,Road Conditions
27-10-2023,Afternoon,Illinois,Rainy,Rough,2,Speeding
13-02-2022,Night,Vermont,Clear,Fine,7,Reckless Driving
09-05-2019,Night,New Jersey,Clear,Rough,1,Mechanical Failure
11-07-2001,Afternoon,North Carolina,Rainy,Fine,9,Speeding
10-11-2000,Morning,South Carolina,Foggy,Rough,0,Distracted Driving
04-04-2019,Afternoon,Alaska,Rainy,Fine,2,Speeding
31-07-2003,Morning,Ohio,Rainy,Rough,6,Speeding
22-11-2014,Afternoon,Nevada,Rainy,Fine,6,Road Conditions
17-03-2012,Morning,California,Clear,Under Construction,1,Reckless Driving
08-07-2015,Morning,Minnesota,Clear,Rough,4,Speeding
07-12-2010,Morning,New Mexico,Rainy,Rough,0,Road Conditions
19-01-2016,Morning,Washington,Clear,Fine,8,Driver Fatigue
21-09-2023,Morning,Nevada,Rainy,Fine,2,Weather Conditions
15-12-2020,Morning,Virginia,Clear,Rough,2,Distracted Driving
02-02-2003,Night,Pennsylvania,Rainy,Fine,6,Reckless Driving
05-11-2019,Night,Florida,Clear,Under Construction,7,Mechanical Failure
25-06-2013,Morning,New York,Clear,Under Construction,0,Poor Visibility
14-11-2008,Night,Washington,Rainy,Under Construction,0,Drunk Driving
29-08-2019,Night,Colorado,Foggy,Rough,3,Road Conditions
05-04-2000,Night,Georgia,Clear,Under Construction,9,Weather Conditions
23-10-2010,Night,Washington,Clear,Under Construction,7,Road Conditions
29-04-2013,Afternoon,Washington,Clear,Fine,8,Speeding
10-05-2008,Afternoon,Colorado,Clear,Fine,8,Driver Fatigue
02-09-2020,Night,Michigan,Clear,Under Construction,9,Driver Fatigue
28-03-2010,Afternoon,Illinois,Foggy,Fine,3,Distracted Driving
28-08-2007,Morning,New Mexico,Rainy,Fine,1,Poor Visibility
19-10-2006,Afternoon,California,Clear,Rough,4,Road Conditions
11-06-2011,Afternoon,New Jersey,Foggy,Rough,3,Mechanical Failure
31-07-2009,Night,Wyoming,Clear,Rough,2,Reckless Driving
16-06-2019,Night,Minnesota,Rainy,Fine,10,Drunk Driving
08-11-2013,Morning,Louisiana,Foggy,Fine,2,Distracted Driving
24-01-2006,Morning,Indiana,Clear,Under Construction,8,Weather Conditions
11-10-2006,Night,South Carolina,Clear,Under Construction,9,Distracted Driving
16-12-2001,Night,Michigan,Foggy,Rough,5,Weather Conditions
08-10-2009,Evening,Michigan,Foggy,Rough,10,Weather Conditions
19-12-2023,Night,Indiana,Foggy,Fine,4,Weather Conditions
27-07-2004,Morning,Vermont,Clear,Under Construction,3,Weather Conditions
18-05-2018,Afternoon,New Mexico,Rainy,Fine,8,Road Conditions
12-02-2023,Night,Washington,Rainy,Under Construction,9,Mechanical Failure
18-12-2023,Evening,Nevada,Foggy,Under Construction,2,Driver Fatigue
